ParentKey	LineNum	AddressName	Street	Block	ZipCode	City	County	Country	State	FederalTaxID	TaxCode	BuildingFloorRoom	AddressType	AddressName2	AddressName3	TypeOfAddress	StreetNo
F00154		ENTREGA	NUCR INTERSECCAO ROD DF001 C/ROD	PONTE ALTA NORTE	72427010	BRASILIA	9701	BR	DF			GALPAO 02 MODULO 05 E 06,	bo_ShipTo				475
F00155		COBRANÇA	AV JORGE JOAO SAAD	VILA PROGREDOR	5618001	SAO PAULO	7107	BR	SP				bo_BillTo				522
F00155		ENTREGA	AV JORGE JOAO SAAD	VILA PROGREDOR	5618001	SAO PAULO	7107	BR	SP				bo_ShipTo				522
F00156		COBRANÇA	AV JESUS VILANOVA VIDAL	SANTOS DUMONT	15020060	SAO JOSE RIO PRETO	7097	BR	SP				bo_BillTo				519
F00156		ENTREGA	AV JESUS VILANOVA VIDAL	SANTOS DUMONT	15020060	SAO JOSE RIO PRETO	7097	BR	SP				bo_ShipTo				519
F00157		COBRANÇA	AV FAGUNDES FILHO	VILA MONTE ALEGRE		SAO PAULO	7107	BR	SP			CONJ 123 E 124	bo_BillTo				191
F00157		ENTREGA	AV FAGUNDES FILHO	VILA MONTE ALEGRE		SAO PAULO	7107	BR	SP			CONJ 123 E 124	bo_ShipTo				191
F00158		COBRANÇA	AV GENERAL WALDOMIRO DE LIMA	JABAQUARA	4344070	SAO PAULO	7107	BR	SP				bo_BillTo				508
F00158		ENTREGA	AV GENERAL WALDOMIRO DE LIMA	JABAQUARA	4344070	SAO PAULO	7107	BR	SP				bo_ShipTo				508
F00159		COBRANÇA	R BOTOCUDOS	SERRARIA	9980170	DIADEMA	6377	BR	SP				bo_BillTo				351
F00159		ENTREGA	R BOTOCUDOS	SERRARIA	9980170	DIADEMA	6377	BR	SP				bo_ShipTo				351
F00160		COBRANÇA	AV INGLATERRA	TIBERY	38405050	UBERLANDIA	5403	BR	MG				bo_BillTo				40
F00160		ENTREGA	AV INGLATERRA	TIBERY	38405050	UBERLANDIA	5403	BR	MG				bo_ShipTo				40
F00161		COBRANÇA	ST SIA/SUL TRECHO 03	GUARÁ	71200030	BRASILIA	9701	BR	DF			LOTE 01	bo_BillTo				1700
F00161		ENTREGA	ST SIA/SUL TRECHO 03	GUARÁ	71200030	BRASILIA	9701	BR	DF			LOTE 01	bo_ShipTo				1700
F00162		COBRANÇA	RUA JOAQUIM NABUCO	BROOKLIN PAULISTA		SAO PAULO	7107	BR	SP				bo_BillTo				285
F00162		ENTREGA	RUA JOAQUIM NABUCO	BROOKLIN PAULISTA		SAO PAULO	7107	BR	SP				bo_ShipTo				285
F00163		COBRANÇA	R DA REPRESA	RUDGE RAMOS	9614030	SAO BERNANRDO DO CAMPO	7075	BR	SP				bo_BillTo				65
F00163		ENTREGA	R DA REPRESA	RUDGE RAMOS	9614030	SAO BERNANRDO DO CAMPO	7075	BR	SP				bo_ShipTo				65
F00164		COBRANÇA	ROD PRESIDENTE CASTELO BRANCO	JARDIM MARIA CRISTINA		BARUERI	6213	BR	SP				bo_BillTo				11350
F00164		ENTREGA	ROD PRESIDENTE CASTELO BRANCO	JARDIM MARIA CRISTINA		BARUERI	6213	BR	SP				bo_ShipTo				11350
F00165		COBRANÇA	RUA DOMINGOS RODRIGUES	LAPA	5075000	SAO PAULO	7107	BR	SP				bo_BillTo				417
F00165		ENTREGA	RUA DOMINGOS RODRIGUES	LAPA	5075000	SAO PAULO	7107	BR	SP				bo_ShipTo				417
F00166		COBRANÇA	RUA SÃO LAZARO	LUZ	1103020	SAO PAULO	7107	BR	SP				bo_BillTo				222
F00166		ENTREGA	RUA SÃO LAZARO	LUZ	1103020	SAO PAULO	7107	BR	SP				bo_ShipTo				222
F00167		COBRANÇA	AV GUIDO ALIBERTI	JARDIM SÃO CAETANO	9581680	SAO PAULO	7107	BR	SP				bo_BillTo				3005
F00167		ENTREGA	AV GUIDO ALIBERTI	JARDIM SÃO CAETANO	9581680	SAO PAULO	7107	BR	SP				bo_ShipTo				3005
F00168		COBRANÇA	RUA PIRAPITINGUI	LIBERDADE	1508020	SAO PAULO	7107	BR	SP			SALA 709	bo_BillTo				80
F00168		ENTREGA	RUA PIRAPITINGUI	LIBERDADE	1508020	SAO PAULO	7107	BR	SP			SALA 709	bo_ShipTo				80
F00169		COBRANÇA	RUA XV DE NOVEMBRO	PIRAI CENRO	27175000	RIO DE JANEIRO	6001	BR	RJ			GALPÃO 02	bo_BillTo				450
F00169		ENTREGA	RUA XV DE NOVEMBRO	PIRAI CENRO	27175000	RIO DE JANEIRO	6001	BR	RJ			GALPÃO 02	bo_ShipTo				450
F00170		COBRANÇA	AVENIDA PORTUGAL	ITAQUI	6696060	ITAPEVI	6551	BR	SP				bo_BillTo				1100
F00170		ENTREGA	AVENIDA PORTUGAL	ITAQUI	6696060	ITAPEVI	6551	BR	SP				bo_ShipTo				1100
F00171		COBRANÇA	AL AFRICA (POLO EMPRESARIAL	SANTANA DE PARNAIBA	6543306	TAMBORE	7047	BR	SP				bo_BillTo				337
F00171		ENTREGA	AL AFRICA (POLO EMPRESARIAL	SANTANA DE PARNAIBA	6543306	TAMBORE	7047	BR	SP				bo_ShipTo				337
F00172		COBRANÇA	AVENIDA PEDRO BUENO	JABAQUARA	4342011	SAO PAULO	7107	BR	SP				bo_BillTo				1461
F00172		ENTREGA	AVENIDA PEDRO BUENO	JABAQUARA	4342011	SAO PAULO	7107	BR	SP				bo_ShipTo				1461
F00173		COBRANÇA	R SANTA CRUZ	VILA GUMERCINDO	4121002	SAO PAULO	7107	BR	SP				bo_BillTo				2209
F00173		ENTREGA	R SANTA CRUZ	VILA GUMERCINDO	4121002	SAO PAULO	7107	BR	SP				bo_ShipTo				2209
F00174		COBRANÇA	R ATUAU	PINHEIROS	5428030	SAO PAULO	7107	BR	SP				bo_BillTo				92
F00174		ENTREGA	R ATUAU	PINHEIROS	5428030	SAO PAULO	7107	BR	SP				bo_ShipTo				92
F00175		COBRANÇA	R GAMA LOBO	IPIRANGA	42690000	SAO PAULO	7107	BR	SP				bo_BillTo				1519
F00175		ENTREGA	R GAMA LOBO	IPIRANGA	42690000	SAO PAULO	7107	BR	SP				bo_ShipTo				1519
F00176		COBRANÇA	R MAJ PALADINO	VILA RIBEIRA DE BARROS	53070000	SAO PAULO	7107	BR	SP				bo_BillTo				128
F00176		ENTREGA	R MAJ PALADINO	VILA RIBEIRA DE BARROS	53070000	SAO PAULO	7107	BR	SP				bo_ShipTo				128
F00177		COBRANÇA	R BORGES LAGOA 	VILA CLEMENTINO	4038002	SAO PAULO	7107	BR	SP			CONJ 1102	bo_BillTo				1080
F00177		ENTREGA	R BORGES LAGOA 	VILA CLEMENTINO	4038002	SAO PAULO	7107	BR	SP			CONJ 1102	bo_ShipTo				1080
F00178		COBRANÇA	AV ANTONIO FREDERICO OZANAN		13213030	JUNDIAI	6619	BR	SP			COJNUNTO INDUSTRIAL	bo_BillTo				11100
F00178		ENTREGA	AV ANTONIO FREDERICO OZANAN		13213030	JUNDIAI	6619	BR	SP			COJNUNTO INDUSTRIAL	bo_ShipTo				11100
F00179		COBRANÇA	AL ARAGUACEMA	TAMBORÉ	6460070	BARUERI	6213	BR	SP				bo_BillTo				138
F00179		ENTREGA	AL ARAGUACEMA	TAMBORÉ	6460070	BARUERI	6213	BR	SP				bo_ShipTo				138
F00180		COBRANÇA	R DOMINGOS TORRES	CASA VERDE	2521100	SAO PAULO	7107	BR	SP				bo_BillTo				174
F00180		ENTREGA	R DOMINGOS TORRES	CASA VERDE	2521100	SAO PAULO	7107	BR	SP				bo_ShipTo				174
F00181		COBRANÇA	R TIBIRI	JARDIM SÃO PAULO	2043070	SAO PAULO	7107	BR	SP				bo_BillTo				120
F00181		ENTREGA	R TIBIRI	JARDIM SÃO PAULO	2043070	SAO PAULO	7107	BR	SP				bo_ShipTo				120
F00182		COBRANÇA	AV TOWER AUTOMOTIVE	LARANJA AZEDA	7430350	ARUJA	6177	BR	SP				bo_BillTo				300
F00182		ENTREGA	AV TOWER AUTOMOTIVE	LARANJA AZEDA	7430350	ARUJA	6177	BR	SP				bo_ShipTo				300
F00183		COBRANÇA	R ALEXANDRE DUMAS	CHACARA SANTO ANTONIO	4717004	SAO PAULO	7107	BR	SP			5 ANDAR	bo_BillTo				1711
F00183		ENTREGA	R ALEXANDRE DUMAS	CHACARA SANTO ANTONIO	4717004	SAO PAULO	7107	BR	SP			5 ANDAR	bo_ShipTo				1711
F00184		COBRANÇA	R LUIGI GALVANI	CIDADE MONÇOES	4575020	SAO PAULO	7107	BR	SP			9 ANDAR	bo_BillTo				146
F00184		ENTREGA	R LUIGI GALVANI	CIDADE MONÇOES	4575020	SAO PAULO	7107	BR	SP			9 ANDAR	bo_ShipTo				146
F00185		COBRANÇA	R AGOSTINHO GOMES	IPIRANGA	4206000	SAO PAULO	7107	BR	SP				bo_BillTo				330
F00185		ENTREGA	R AGOSTINHO GOMES	IPIRANGA	4206000	SAO PAULO	7107	BR	SP				bo_ShipTo				330
