ParentKey	LineNum	AddressName	Street	Block	ZipCode	City	County	Country	State	FederalTaxID	TaxCode	BuildingFloorRoom	AddressType	AddressName2	AddressName3	TypeOfAddress	StreetNo
F00177		ENTREGA	R BORGES LAGOA 	VILA CLEMENTINO	4038002	SAO PAULO	7107	BR	SP			CONJ 1102	bo_ShipTo				1080
F00178		COBRANCA	AV ANTONIO FREDERICO OZANAN		13213030	JUNDIAI	6619	BR	SP			COJNUNTO INDUSTRIAL	bo_BillTo				11100
F00178		ENTREGA	AV ANTONIO FREDERICO OZANAN		13213030	JUNDIAI	6619	BR	SP			COJNUNTO INDUSTRIAL	bo_ShipTo				11100
F00179		COBRANCA	AL ARAGUACEMA	TAMBORÉ	6460070	BARUERI	6213	BR	SP				bo_BillTo				138
F00179		ENTREGA	AL ARAGUACEMA	TAMBORÉ	6460070	BARUERI	6213	BR	SP				bo_ShipTo				138
F00180		COBRANCA	R DOMINGOS TORRES	CASA VERDE	2521100	SAO PAULO	7107	BR	SP				bo_BillTo				174
F00180		ENTREGA	R DOMINGOS TORRES	CASA VERDE	2521100	SAO PAULO	7107	BR	SP				bo_ShipTo				174
F00181		COBRANCA	R TIBIRI	JARDIM SÃO PAULO	2043070	SAO PAULO	7107	BR	SP				bo_BillTo				120
F00181		ENTREGA	R TIBIRI	JARDIM SÃO PAULO	2043070	SAO PAULO	7107	BR	SP				bo_ShipTo				120
F00182		COBRANCA	AV TOWER AUTOMOTIVE	LARANJA AZEDA	7430350	ARUJA	6177	BR	SP				bo_BillTo				300
F00182		ENTREGA	AV TOWER AUTOMOTIVE	LARANJA AZEDA	7430350	ARUJA	6177	BR	SP				bo_ShipTo				300
F00183		COBRANCA	R ALEXANDRE DUMAS	CHACARA SANTO ANTONIO	4717004	SAO PAULO	7107	BR	SP			5 ANDAR	bo_BillTo				1711
F00183		ENTREGA	R ALEXANDRE DUMAS	CHACARA SANTO ANTONIO	4717004	SAO PAULO	7107	BR	SP			5 ANDAR	bo_ShipTo				1711
F00184		COBRANCA	R LUIGI GALVANI	CIDADE MONÇOES	4575020	SAO PAULO	7107	BR	SP			9 ANDAR	bo_BillTo				146
F00184		ENTREGA	R LUIGI GALVANI	CIDADE MONÇOES	4575020	SAO PAULO	7107	BR	SP			9 ANDAR	bo_ShipTo				146
F00185		COBRANCA	R AGOSTINHO GOMES	IPIRANGA	4206000	SAO PAULO	7107	BR	SP				bo_BillTo				330
F00185		ENTREGA	R AGOSTINHO GOMES	IPIRANGA	4206000	SAO PAULO	7107	BR	SP				bo_ShipTo				330
